receiver,positionX,positionY,positionZ,speedX,speedY,speedZ,headingX,headingY,headingZ,distance,sender,senderPosX,senderPosY,senderPosZ,senderSpeed,senderSpeedX,senderSpeedY,senderSpeedZ,senderHeadingX,senderHeadingY,senderHeadingZ,senderAccel,senderGPSPosX,senderGPSPosY,senderGPSPosZ,attackType,senderType,senderDistTraveled,isRSU,RSS,arrivalTime
40,3357.436952,1116.475604,0.000000,-1.254253,-4.012353,0.000000,-0.298360,-0.954453,0.000000,182.178,46,3176.474038,1137.477969,0.000000,11.332071,-4.765187,-10.281480,0.000000,-0.420504,-0.907290,0.000000,0.0830771,-48.022282,-15.838233,0.000000,0,0,11.3318,0,-83.757,53.6079
82,4388.178551,363.704312,0.000000,-13.358637,5.572059,0.000000,-0.922931,0.384966,0.000000,138.196,136,4263.842531,424.025517,0.000000,9.682576,-9.678539,0.279564,0.000000,-0.999583,0.028873,0.000000,0.720729,-48.012193,-15.831547,0.000000,0,0,9.53147,0,-80.5531,53.6772
46,3176.474038,1137.477969,0.000000,-4.765187,-10.281480,0.000000,-0.420504,-0.907290,0.000000,182.178,40,3357.436952,1116.475604,0.000000,4.203823,-1.254253,-4.012353,0.000000,-0.298360,-0.954453,0.000000,-1.70154,-48.020630,-15.837962,0.000000,0,0,4.00447,0,-83.7766,53.679
28,1211.202592,756.875539,0.000000,-10.332817,12.664718,0.000000,-0.632166,0.774833,0.000000,148.341,34,1305.559181,642.411696,0.000000,16.823687,-10.813513,12.888149,0.000000,-0.642755,0.766072,0.000000,-0.231571,-48.039743,-15.833793,0.000000,0,0,16.8209,0,-80.4312,54.0203
40,3353.325221,1114.438362,0.000000,-4.081050,-2.113501,0.000000,-0.887985,-0.459872,0.000000,291.797,16,3230.000000,850.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0,1,-88.344,54.2364
130,4664.581907,1507.203273,0.000000,-4.908310,-14.291172,0.000000,-0.324826,-0.945774,0.000000,437.061,154,5003.591924,1231.351256,0.000000,11.131440,-10.244572,4.354044,0.000000,-0.920328,0.391148,0.000000,0.834375,-48.005180,-15.838713,0.000000,0,0,11.1313,0,-90.9293,54.2887
154,5003.591924,1231.351256,0.000000,-10.244572,4.354044,0.000000,-0.920328,0.391148,0.000000,437.061,130,4664.581907,1507.203273,0.000000,15.110562,-4.908310,-14.291172,0.000000,-0.324826,-0.945774,0.000000,0.347891,-48.008313,-15.841366,0.000000,0,0,12.7678,0,-90.8994,54.3582
148,3972.420786,713.430146,0.000000,-10.905278,2.353244,0.000000,-0.977500,0.210934,0.000000,17.1613,64,3955.475829,710.713585,0.000000,10.505151,-10.191448,2.548055,0.000000,-0.970138,0.242553,0.000000,0.229945,-48.015023,-15.834165,0.000000,0,0,10.5941,0,-63.113,54.3962
100,3595.784831,856.426352,0.000000,-12.110788,5.260876,0.000000,-0.917200,0.398428,0.000000,388.085,64,3955.475829,710.713585,0.000000,10.505151,-10.191448,2.548055,0.000000,-0.970138,0.242553,0.000000,0.229945,-48.015023,-15.834165,0.000000,0,0,10.5941,0,-88.884,54.3962
64,3955.475829,710.713585,0.000000,-10.191448,2.548055,0.000000,-0.970138,0.242553,0.000000,3960.97,148,50.000000,50.000000,0.000000,11.156292,-10.905278,2.353244,0.000000,-0.977500,0.210934,0.000000,0.0247182,-48.051629,-15.828721,0.000000,2,1,0,0,-63.0628,54.5221
100,3595.784831,856.426352,0.000000,-12.110788,5.260876,0.000000,-0.917200,0.398428,0.000000,3636.33,148,50.000000,50.000000,0.000000,11.156292,-10.905278,2.353244,0.000000,-0.977500,0.210934,0.000000,0.0247182,-48.051629,-15.828721,0.000000,2,1,0,0,-89.2339,54.5221
34,1305.559181,642.411696,0.000000,-10.813513,12.888149,0.000000,-0.642755,0.766072,0.000000,1388.3,28,50.000000,50.000000,0.000000,16.345097,-10.332817,12.664718,0.000000,-0.632166,0.774833,0.000000,-0.105744,-48.051629,-15.828721,0.000000,2,1,0,0,-80.4165,54.529
136,4256.400136,429.671631,0.000000,-6.748450,6.700509,0.000000,-0.709623,0.704582,0.000000,132.311,82,4374.244807,369.514677,0.000000,15.094216,-13.931474,5.809422,0.000000,-0.922968,0.384877,0.000000,0.620066,-48.011130,-15.831000,0.000000,0,0,15.0967,0,-79.8212,54.5357
64,3955.475829,710.713585,0.000000,-10.191448,2.548055,0.000000,-0.970138,0.242553,0.000000,388.085,100,3595.784831,856.426352,0.000000,13.204090,-12.110788,5.260876,0.000000,-0.917200,0.398428,0.000000,-0.33973,-48.018342,-15.835501,0.000000,0,0,13.229,0,-88.8942,54.5558
148,50.000000,50.000000,0.000000,-10.905278,2.353244,0.000000,-0.977500,0.210934,0.000000,3636.33,100,3595.784831,856.426352,0.000000,13.204090,-12.110788,5.260876,0.000000,-0.917200,0.398428,0.000000,-0.33973,-48.018342,-15.835501,0.000000,0,0,13.229,0,-89.2356,54.5558
40,3353.325221,1114.438362,0.000000,-4.081050,-2.113501,0.000000,-0.887985,-0.459872,0.000000,182.056,46,3171.718066,1127.216373,0.000000,11.310411,-4.756079,-10.261828,0.000000,-0.420504,-0.907290,0.000000,-0.0216598,-48.022328,-15.838141,0.000000,0,0,11.3102,0,-83.7299,54.6079
82,4374.244807,369.514677,0.000000,-13.931474,5.809422,0.000000,-0.922968,0.384877,0.000000,132.311,136,4256.400136,429.671631,0.000000,9.509910,-6.748450,6.700509,0.000000,-0.709623,0.704582,0.000000,-0.172666,-48.012281,-15.831560,0.000000,0,0,9.34173,0,-79.7545,54.6772
46,3171.718066,1127.216373,0.000000,-4.756079,-10.261828,0.000000,-0.420504,-0.907290,0.000000,182.056,40,3353.325221,1114.438362,0.000000,4.595852,-4.081050,-2.113501,0.000000,-0.887985,-0.459872,0.000000,0.392029,-48.020643,-15.837928,0.000000,0,0,4.58876,0,-83.7283,54.679
28,1201.344152,766.171047,0.000000,-8.961469,10.594448,0.000000,-0.645814,0.763495,0.000000,145.602,34,1295.237925,654.887429,0.000000,16.192940,-10.242027,12.542416,0.000000,-0.632500,0.774561,0.000000,-0.630747,-48.039842,-15.833910,0.000000,0,0,16.1917,0,-80.2745,55.0203
130,4660.583190,1492.928368,0.000000,-3.586504,-14.397693,0.000000,-0.241716,-0.970347,0.000000,421.045,154,4993.780388,1235.521256,0.000000,10.660963,-9.811579,4.170018,0.000000,-0.920328,0.391148,0.000000,-0.470477,-48.005275,-15.838754,0.000000,0,0,10.6609,0,-90.621,55.2887
154,4993.780388,1235.521256,0.000000,-9.811579,4.170018,0.000000,-0.920328,0.391148,0.000000,421.045,130,4660.583190,1492.928368,0.000000,14.837674,-3.586504,-14.397693,0.000000,-0.241716,-0.970347,0.000000,-0.272888,-48.008400,-15.841288,0.000000,0,0,14.8244,0,-90.5914,55.3582
148,3960.594318,715.982173,0.000000,-11.830793,2.552961,0.000000,-0.977500,0.210934,0.000000,14.6998,64,3946.133745,713.340836,0.000000,9.598534,-9.218052,2.675699,0.000000,-0.960360,0.278761,0.000000,-0.906618,-48.015119,-15.834188,0.000000,0,0,9.70448,0,-61.4372,55.3962
100,3583.581498,861.727429,0.000000,-12.205149,5.301866,0.000000,-0.917200,0.398428,0.000000,391.743,64,3946.133745,713.340836,0.000000,9.598534,-9.218052,2.675699,0.000000,-0.960360,0.278761,0.000000,-0.906618,-48.015119,-15.834188,0.000000,0,0,9.70448,0,-88.935,55.3962
64,3946.133745,713.340836,0.000000,-9.218052,2.675699,0.000000,-0.960360,0.278761,0.000000,3952.2,148,50.000000,50.000000,0.000000,12.103110,-11.830793,2.552961,0.000000,-0.977500,0.210934,0.000000,0.946818,-48.051629,-15.828721,0.000000,2,1,0,0,-61.2363,55.5221
100,3583.581498,861.727429,0.000000,-12.205149,5.301866,0.000000,-0.917200,0.398428,0.000000,3625.62,148,50.000000,50.000000,0.000000,12.103110,-11.830793,2.552961,0.000000,-0.977500,0.210934,0.000000,0.946818,-48.051629,-15.828721,0.000000,2,1,0,0,-89.2561,55.5221
34,1295.237925,654.887429,0.000000,-10.242027,12.542416,0.000000,-0.632500,0.774561,0.000000,1384.38,28,50.000000,50.000000,0.000000,13.876248,-8.961469,10.594448,0.000000,-0.645814,0.763495,0.000000,-2.46885,-48.051629,-15.828721,0.000000,2,1,0,0,-80.2036,55.529
136,4254.167775,438.747753,0.000000,-0.590653,9.587036,0.000000,-0.061493,0.998108,0.000000,123.128,82,4359.823799,375.523476,0.000000,15.619439,-14.420844,6.000510,0.000000,-0.923263,0.384169,0.000000,0.525224,-48.011259,-15.831054,0.000000,0,0,15.6228,0,-78.8263,55.5357
64,3946.133745,713.340836,0.000000,-9.218052,2.675699,0.000000,-0.960360,0.278761,0.000000,391.743,100,3583.581498,861.727429,0.000000,13.306970,-12.205149,5.301866,0.000000,-0.917200,0.398428,0.000000,0.10288,-48.018454,-15.835550,0.000000,0,0,13.305,0,-88.9484,55.5558
148,50.000000,50.000000,0.000000,-11.830793,2.552961,0.000000,-0.977500,0.210934,0.000000,3625.62,100,3583.581498,861.727429,0.000000,13.306970,-12.205149,5.301866,0.000000,-0.917200,0.398428,0.000000,0.10288,-48.018454,-15.835550,0.000000,0,0,13.305,0,-89.2571,55.5558
40,3349.323283,1110.064397,0.000000,-3.802201,-4.837874,0.000000,-0.617924,-0.786238,0.000000,182.467,46,3166.988190,1117.011079,0.000000,11.248354,-4.729984,-10.205525,0.000000,-0.420504,-0.907290,0.000000,-0.0620572,-48.022373,-15.838049,0.000000,0,0,11.2481,0,-84.1027,55.6079
82,4359.823799,375.523476,0.000000,-14.420844,6.000510,0.000000,-0.923263,0.384169,0.000000,123.128,136,4254.167775,438.747753,0.000000,9.605213,-0.590653,9.587036,0.000000,-0.061493,0.998108,0.000000,0.0953028,-48.012350,-15.831612,0.000000,0,0,9.34663,0,-78.7389,55.6772
46,3166.988190,1117.011079,0.000000,-4.729984,-10.205525,0.000000,-0.420504,-0.907290,0.000000,182.467,40,3349.323283,1110.064397,0.000000,6.153191,-3.802201,-4.837874,0.000000,-0.617924,-0.786238,0.000000,1.55734,-48.020681,-15.837910,0.000000,0,0,5.9285,0,-84.1043,55.679
28,1194.622679,772.202235,0.000000,-7.155867,6.058680,0.000000,-0.763191,0.646173,0.000000,138.179,34,1284.879172,667.572787,0.000000,16.378345,-10.359295,12.686023,0.000000,-0.632500,0.774561,0.000000,0.185405,-48.039937,-15.834024,0.000000,0,0,16.3775,0,-80.0387,56.0203
130,4660.760492,1478.624582,0.000000,3.209828,-14.222917,0.000000,0.220144,-0.975467,0.000000,401.955,154,4983.981022,1239.675853,0.000000,10.643762,-9.803571,4.144836,0.000000,-0.921063,0.389415,0.000000,-0.0172016,-48.005366,-15.838793,0.000000,0,0,10.6437,0,-89.8827,56.2887
154,4983.981022,1239.675853,0.000000,-9.803571,4.144836,0.000000,-0.921063,0.389415,0.000000,401.955,130,4660.760492,1478.624582,0.000000,14.580616,3.209828,-14.222917,0.000000,0.220144,-0.975467,0.000000,-0.257059,-48.008439,-15.841159,0.000000,0,0,14.3049,0,-89.848,56.3582
148,3949.321321,719.073015,0.000000,-11.425104,3.307271,0.000000,-0.960564,0.278058,0.000000,12.7274,64,3936.970311,716.000681,0.000000,9.514053,-9.136920,2.652149,0.000000,-0.960360,0.278761,0.000000,-0.0844809,-48.015206,-15.834213,0.000000,0,0,9.54166,0,-60.414,56.3962
100,3571.641058,866.914307,0.000000,-11.942217,5.187649,0.000000,-0.917200,0.398428,0.000000,395.273,64,3936.970311,716.000681,0.000000,9.514053,-9.136920,2.652149,0.000000,-0.960360,0.278761,0.000000,-0.0844809,-48.015206,-15.834213,0.000000,0,0,9.54166,0,-89.0122,56.3962
64,3936.970311,716.000681,0.000000,-9.136920,2.652149,0.000000,-0.960360,0.278761,0.000000,3943.61,148,50.000000,50.000000,0.000000,11.894160,-11.425104,3.307271,0.000000,-0.960564,0.278058,0.000000,-0.20895,-48.051629,-15.828721,0.000000,2,1,0,0,-60.1956,56.5221
100,3571.641058,866.914307,0.000000,-11.942217,5.187649,0.000000,-0.917200,0.398428,0.000000,3615.15,148,50.000000,50.000000,0.000000,11.894160,-11.425104,3.307271,0.000000,-0.960564,0.278058,0.000000,-0.20895,-48.051629,-15.828721,0.000000,2,1,0,0,-89.2112,56.5221
34,1284.879172,667.572787,0.000000,-10.359295,12.686023,0.000000,-0.632500,0.774561,0.000000,1380.7,28,50.000000,50.000000,0.000000,9.376248,-7.155867,6.058680,0.000000,-0.763191,0.646173,0.000000,-4.5,-48.051629,-15.828721,0.000000,2,1,0,0,-79.7988,56.529
136,4258.866174,446.896666,0.000000,6.073697,7.504472,0.000000,0.629114,0.777313,0.000000,109.235,82,4346.163145,381.234255,0.000000,14.807911,-13.643504,5.755782,0.000000,-0.921366,0.388696,0.000000,-0.811528,-48.011393,-15.831110,0.000000,0,0,14.8063,0,-77.565,56.5357
64,3936.970311,716.000681,0.000000,-9.136920,2.652149,0.000000,-0.960360,0.278761,0.000000,395.273,100,3571.641058,866.914307,0.000000,13.020302,-11.942217,5.187649,0.000000,-0.917200,0.398428,0.000000,-0.286668,-48.018567,-15.835599,0.000000,0,0,13.0184,0,-89.0249,56.5558
148,50.000000,50.000000,0.000000,-11.425104,3.307271,0.000000,-0.960564,0.278058,0.000000,3615.15,100,3571.641058,866.914307,0.000000,13.020302,-11.942217,5.187649,0.000000,-0.917200,0.398428,0.000000,-0.286668,-48.018567,-15.835599,0.000000,0,0,13.0184,0,-89.2121,56.5558
82,4346.163145,381.234255,0.000000,-13.643504,5.755782,0.000000,-0.921366,0.388696,0.000000,109.235,136,4258.866174,446.896666,0.000000,9.654371,6.073697,7.504472,0.000000,0.629114,0.777313,0.000000,0.0491582,-48.012370,-15.831694,0.000000,0,0,9.40637,0,-77.4631,56.6772
28,1185.940169,779.563991,0.000000,-8.846080,7.512862,0.000000,-0.762207,0.647333,0.000000,135.111,34,1275.811338,678.677283,0.000000,14.337260,-9.068310,11.105079,0.000000,-0.632500,0.774561,0.000000,-2.04109,-48.040031,-15.834140,0.000000,0,0,14.3365,0,-79.8248,57.0203
130,4662.198117,1464.996910,0.000000,-1.644824,-13.859167,0.000000,-0.117854,-0.993031,0.000000,382.16,154,4973.907156,1243.899412,0.000000,10.923474,-10.073910,4.223578,0.000000,-0.922226,0.386652,0.000000,0.279712,-48.005457,-15.838831,0.000000,0,0,10.9234,0,-89.7655,57.2887
154,4973.907156,1243.899412,0.000000,-10.073910,4.223578,0.000000,-0.922226,0.386652,0.000000,382.16,130,4662.198117,1464.996910,0.000000,13.956431,-1.644824,-13.859167,0.000000,-0.117854,-0.993031,0.000000,-0.624185,-48.008439,-15.841030,0.000000,0,0,13.7033,0,-89.7325,57.3582
148,3937.773713,722.427605,0.000000,-11.581708,3.364496,0.000000,-0.960300,0.278968,0.000000,10.6918,64,3927.762757,718.673333,0.000000,9.559861,-9.180913,2.664919,0.000000,-0.960360,0.278761,0.000000,0.0458084,-48.015291,-15.834238,0.000000,0,0,9.5876,0,-58.4719,57.3962
100,3559.082646,872.368806,0.000000,-12.560313,5.453895,0.000000,-0.917260,0.398289,0.000000,399.434,64,3927.762757,718.673333,0.000000,9.559861,-9.180913,2.664919,0.000000,-0.960360,0.278761,0.000000,0.0458084,-48.015291,-15.834238,0.000000,0,0,9.5876,0,-89.1095,57.3962
64,3927.762757,718.673333,0.000000,-9.180913,2.664919,0.000000,-0.960360,0.278761,0.000000,3934.99,148,50.000000,50.000000,0.000000,12.060506,-11.581708,3.364496,0.000000,-0.960300,0.278968,0.000000,0.166346,-48.051629,-15.828721,0.000000,2,1,0,0,-58.2188,57.5221
100,3559.082646,872.368806,0.000000,-12.560313,5.453895,0.000000,-0.917260,0.398289,0.000000,3604.16,148,50.000000,50.000000,0.000000,12.060506,-11.581708,3.364496,0.000000,-0.960300,0.278968,0.000000,0.166346,-48.051629,-15.828721,0.000000,2,1,0,0,-89.254,57.5221
34,1275.811338,678.677283,0.000000,-9.068310,11.105079,0.000000,-0.632500,0.774561,0.000000,1377.62,28,50.000000,50.000000,0.000000,11.605871,-8.846080,7.512862,0.000000,-0.762207,0.647333,0.000000,2.22962,-48.051629,-15.828721,0.000000,2,1,0,0,-79.7208,57.529
136,4267.529771,450.096774,0.000000,9.423039,1.377736,0.000000,0.989480,0.144671,0.000000,90.5554,82,4332.677845,387.199949,0.000000,14.742227,-13.391020,6.165536,0.000000,-0.908344,0.418223,0.000000,-0.0656839,-48.011519,-15.831163,0.000000,0,0,14.7459,0,-76.5934,57.5357
64,3927.762757,718.673333,0.000000,-9.180913,2.664919,0.000000,-0.960360,0.278761,0.000000,399.434,100,3559.082646,872.368806,0.000000,13.693299,-12.560313,5.453895,0.000000,-0.917260,0.398289,0.000000,0.672997,-48.018678,-15.835648,0.000000,0,0,13.6918,0,-89.1242,57.5558
148,50.000000,50.000000,0.000000,-11.581708,3.364496,0.000000,-0.960300,0.278968,0.000000,3604.16,100,3559.082646,872.368806,0.000000,13.693299,-12.560313,5.453895,0.000000,-0.917260,0.398289,0.000000,0.672997,-48.018678,-15.835648,0.000000,0,0,13.6918,0,-89.2552,57.5558
82,4332.677845,387.199949,0.000000,-13.391020,6.165536,0.000000,-0.908344,0.418223,0.000000,90.5554,136,4267.529771,450.096774,0.000000,9.523225,9.423039,1.377736,0.000000,0.989480,0.144671,0.000000,-0.131146,-48.012325,-15.831767,0.000000,0,0,9.23572,0,-76.3695,57.6772
106,1719.947115,1086.312478,0.000000,-6.295696,5.983614,0.000000,-0.724844,0.688913,0.000000,161.861,11,1850.000000,990.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0,1,-82.8166,57.7245
28,1174.124345,784.316026,0.000000,-12.920032,2.005194,0.000000,-0.988170,0.153364,0.000000,136.772,34,1269.462094,686.248084,0.000000,9.881804,-6.408275,7.522237,0.000000,-0.648492,0.761221,0.000000,-4.45546,-48.040115,-15.834242,0.000000,0,0,9.88079,0,-80.5501,58.0203
130,4659.898282,1454.483144,0.000000,-2.248939,-10.526024,0.000000,-0.208939,-0.977929,0.000000,368.287,154,4964.695729,1247.761386,0.000000,9.988299,-9.211468,3.861991,0.000000,-0.922226,0.386652,0.000000,-0.935175,-48.005550,-15.838871,0.000000,0,0,9.98825,0,-89.3107,58.2887
154,4964.695729,1247.761386,0.000000,-9.211468,3.861991,0.000000,-0.922226,0.386652,0.000000,368.287,130,4659.898282,1454.483144,0.000000,10.763592,-2.248939,-10.526024,0.000000,-0.208939,-0.977929,0.000000,-3.19284,-48.008428,-15.840907,0.000000,0,0,10.7624,0,-89.2827,58.3582
148,3926.660273,725.656069,0.000000,-11.146258,3.237998,0.000000,-0.960300,0.278968,0.000000,9.61702,64,3917.839154,721.825287,0.000000,10.384951,-9.824186,3.366390,0.000000,-0.946002,0.324160,0.000000,0.82509,-48.015377,-15.834264,0.000000,0,0,10.4121,0,-57.6089,58.3962
100,3547.332117,877.471163,0.000000,-11.748947,5.105731,0.000000,-0.917142,0.398562,0.000000,401.872,64,3917.839154,721.825287,0.000000,10.384951,-9.824186,3.366390,0.000000,-0.946002,0.324160,0.000000,0.82509,-48.015377,-15.834264,0.000000,0,0,10.4121,0,-89.1167,58.3962
64,3917.839154,721.825287,0.000000,-9.824186,3.366390,0.000000,-0.946002,0.324160,0.000000,3925.75,148,50.000000,50.000000,0.000000,11.607054,-11.146258,3.237998,0.000000,-0.960300,0.278968,0.000000,-0.453452,-48.051629,-15.828721,0.000000,2,1,0,0,-57.445,58.5221
100,3547.332117,877.471163,0.000000,-11.748947,5.105731,0.000000,-0.917142,0.398562,0.000000,3593.89,148,50.000000,50.000000,0.000000,11.607054,-11.146258,3.237998,0.000000,-0.960300,0.278968,0.000000,-0.453452,-48.051629,-15.828721,0.000000,2,1,0,0,-89.2783,58.5221
34,1269.462094,686.248084,0.000000,-6.408275,7.522237,0.000000,-0.648492,0.761221,0.000000,1375.46,28,50.000000,50.000000,0.000000,13.074709,-12.920032,2.005194,0.000000,-0.988170,0.153364,0.000000,1.46884,-48.051629,-15.828721,0.000000,2,1,0,0,-80.7087,58.529
136,4275.999759,455.290517,0.000000,7.945865,6.273643,0.000000,0.784854,0.619680,0.000000,75.6361,82,4319.707265,393.561450,0.000000,14.444162,-12.930908,6.436260,0.000000,-0.895234,0.445596,0.000000,-0.298065,-48.011644,-15.831219,0.000000,0,0,14.4466,0,-75.0074,58.5357
64,3917.839154,721.825287,0.000000,-9.824186,3.366390,0.000000,-0.946002,0.324160,0.000000,401.872,100,3547.332117,877.471163,0.000000,12.810396,-11.748947,5.105731,0.000000,-0.917142,0.398562,0.000000,-0.882903,-48.018795,-15.835698,0.000000,0,0,12.8105,0,-89.1249,58.5558
148,50.000000,50.000000,0.000000,-11.146258,3.237998,0.000000,-0.960300,0.278968,0.000000,3593.89,100,3547.332117,877.471163,0.000000,12.810396,-11.748947,5.105731,0.000000,-0.917142,0.398562,0.000000,-0.882903,-48.018795,-15.835698,0.000000,0,0,12.8105,0,-89.2792,58.5558
82,4319.707265,393.561450,0.000000,-12.930908,6.436260,0.000000,-0.895234,0.445596,0.000000,75.6361,136,4275.999759,455.290517,0.000000,10.123999,7.945865,6.273643,0.000000,0.784854,0.619680,0.000000,0.600774,-48.012244,-15.831795,0.000000,0,0,9.93557,0,-74.9083,58.6772
28,1159.595639,784.642327,0.000000,-13.023139,6.967463,0.000000,-0.881740,0.471736,0.000000,142.16,34,1268.098533,692.791079,0.000000,5.861853,-3.800226,4.463138,0.000000,-0.648298,0.761387,0.000000,-4.01995,-48.040173,-15.834311,0.000000,0,0,6.68357,0,-80.6515,59.0203
46,3147.979662,1075.997829,0.000000,-4.734225,-10.214676,0.000000,-0.420504,-0.907290,0.000000,240.44,16,3230.000000,850.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0,1,-86.3432,59.2364
40,3337.743168,1081.216995,0.000000,-2.706408,-6.741975,0.000000,-0.372532,-0.928019,0.000000,255.106,16,3230.000000,850.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0,0,1,-86.0933,59.2364
130,4658.589648,1448.358158,0.000000,-1.308711,-6.125346,0.000000,-0.208939,-0.977929,0.000000,355.98,154,4955.314191,1251.694680,0.000000,10.172757,-9.381580,3.933312,0.000000,-0.922226,0.386652,0.000000,0.184458,-48.005636,-15.838907,0.000000,0,0,10.1727,0,-88.9981,59.2887
154,4955.314191,1251.694680,0.000000,-9.381580,3.933312,0.000000,-0.922226,0.386652,0.000000,355.98,130,4658.589648,1448.358158,0.000000,6.263592,-1.308711,-6.125346,0.000000,-0.208939,-0.977929,0.000000,-4.5,-48.008451,-15.840812,0.000000,0,0,6.26322,0,-88.9744,59.3582
148,3916.071414,729.195261,0.000000,-10.594769,3.629805,0.000000,-0.946020,0.324110,0.000000,8.64712,64,3908.495175,725.027128,0.000000,9.848755,-9.316943,3.192576,0.000000,-0.946002,0.324160,0.000000,-0.536197,-48.015469,-15.834293,0.000000,0,0,9.87733,0,-56.8978,59.3962
100,3535.330531,882.686326,0.000000,-12.003740,5.215520,0.000000,-0.917168,0.398501,0.000000,405.103,64,3908.495175,725.027128,0.000000,9.848755,-9.316943,3.192576,0.000000,-0.946002,0.324160,0.000000,-0.536197,-48.015469,-15.834293,0.000000,0,0,9.87733,0,-89.1918,59.3962
22,3685.042254,1211.106990,0.000000,9.724547,-4.180778,0.000000,0.918696,-0.394966,0.000000,214.861,166,3486.754428,1293.855239,0.000000,0.000000,0.000000,-0.000000,0.000000,0.918637,-0.395103,0.000000,0,0.000000,0.000000,0.000000,0,0,0,0,-83.8392,59.425
52,2608.918740,1354.950740,0.000000,0.465236,-12.270593,0.000000,0.037887,-0.999282,0.000000,1628.31,88,1028.507866,1743.845536,49.644335,8.989509,0.137636,-8.988455,0.000000,0.015311,-0.999883,0.000000,-0.495512,-48.042281,-15.843890,0.000000,1,1,0,0,-83.7614,59.4345
166,3486.754428,1293.855239,0.000000,0.000000,-0.000000,0.000000,0.918637,-0.395103,0.000000,214.861,22,3685.042254,1211.106990,0.000000,10.585165,9.724547,-4.180778,0.000000,0.918696,-0.394966,0.000000,-4.5,-48.017665,-15.838779,0.000000,0,0,0,0,-83.8445,59.4377
64,3908.495175,725.027128,0.000000,-9.316943,3.192576,0.000000,-0.946002,0.324160,0.000000,3917.1,148,50.000000,50.000000,0.000000,11.199313,-10.594769,3.629805,0.000000,-0.946020,0.324110,0.000000,-0.407741,-48.051629,-15.828721,0.000000,2,1,0,0,-56.8323,59.5221
100,3535.330531,882.686326,0.000000,-12.003740,5.215520,0.000000,-0.917168,0.398501,0.000000,3583.42,148,50.000000,50.000000,0.000000,11.199313,-10.594769,3.629805,0.000000,-0.946020,0.324110,0.000000,-0.407741,-48.051629,-15.828721,0.000000,2,1,0,0,-89.3098,59.5221
34,1268.098533,692.791079,0.000000,-3.800226,4.463138,0.000000,-0.648298,0.761387,0.000000,1377.3,28,50.000000,50.000000,0.000000,14.769823,-13.023139,6.967463,0.000000,-0.881740,0.471736,0.000000,1.69511,-48.051629,-15.828721,0.000000,2,1,0,0,-80.8949,59.529
136,4285.281566,463.472309,0.000000,8.577338,8.988575,0.000000,0.690363,0.723463,0.000000,65.9937,82,4306.742365,401.065573,0.000000,15.008059,-12.483070,8.331554,0.000000,-0.831758,0.555139,0.000000,0.563897,-48.011764,-15.831278,0.000000,0,0,14.98,0,-74.4082,59.5357
64,3908.495175,725.027128,0.000000,-9.316943,3.192576,0.000000,-0.946002,0.324160,0.000000,405.103,100,3535.330531,882.686326,0.000000,13.087835,-12.003740,5.215520,0.000000,-0.917168,0.398501,0.000000,0.277438,-48.018903,-15.835746,0.000000,0,0,13.0857,0,-89.2027,59.5558
148,50.000000,50.000000,0.000000,-10.594769,3.629805,0.000000,-0.946020,0.324110,0.000000,3583.42,100,3535.330531,882.686326,0.000000,13.087835,-12.003740,5.215520,0.000000,-0.917168,0.398501,0.000000,0.277438,-48.018903,-15.835746,0.000000,0,0,13.0857,0,-89.3111,59.5558
82,4306.742365,401.065573,0.000000,-12.483070,8.331554,0.000000,-0.831758,0.555139,0.000000,65.9937,136,4285.281566,463.472309,0.000000,12.424379,8.577338,8.988575,0.000000,0.690363,0.723463,0.000000,2.30038,-48.012164,-15.831841,0.000000,0,0,12.3731,0,-74.3316,59.6772
88,1028.507866,1743.845536,49.644335,0.137636,-8.988455,0.000000,0.015311,-0.999883,0.000000,1628.31,52,2608.918740,1354.950740,0.000000,12.279409,0.465236,-12.270593,0.000000,0.037887,-0.999282,0.000000,0.0223627,-48.027595,-15.840288,0.000000,0,0,0,0,-83.7908,59.7394
28,1145.333522,798.383788,0.000000,-9.671532,13.206449,0.000000,-0.590839,0.806789,0.000000,159.776,34,1266.685149,694.451014,0.000000,2.181423,-1.414212,1.660907,0.000000,-0.648298,0.761387,0.000000,-3.68043,-48.040185,-15.834370,0.000000,0,0,2.18015,0,-81.6736,60.0203
130,4656.863622,1440.487824,0.000000,-1.742473,-7.866755,0.000000,-0.216257,-0.976336,0.000000,343.087,154,4945.898297,1255.642379,0.000000,10.210010,-9.415936,3.947716,0.000000,-0.922226,0.386652,0.000000,0.0372536,-48.005723,-15.838944,0.000000,0,0,10.21,0,-88.6068,60.2887
28,1145.333522,798.383788,0.000000,-9.671532,13.206449,0.000000,-0.590839,0.806789,0.000000,488.734,70,910.911754,1227.228561,0.000000,17.297877,-7.177464,-15.738506,0.000000,-0.414933,-0.909852,0.000000,0.610313,-48.043377,-15.839382,0.000000,0,0,0,0,-91.708,60.2902
